"merchant","industry","first_charge_date","country","business_size"
"a566dffe","Clothing & accessory","2040-12-02 00:00:00+00:00","DE","small"
"52928cd9","Cosmetics","2040-05-12 00:00:00+00:00","US","small"
"61f9a1ed","Food & drink","2040-05-08 00:00:00+00:00","IT","small"
"92d837be","Cosmetics","2040-05-21 00:00:00+00:00","US","small"
"0f7ed9e3","Food & drink","2040-05-28 00:00:00+00:00","MX","small"
"02edc770","Merchandise","2040-06-07 00:00:00+00:00","FR","small"
"dfb9590c","Business services","2040-06-22 00:00:00+00:00","US","small"
"f81940f4","Food & drink","2040-06-26 00:00:00+00:00","AU","small"
"1b23e973","Software","2040-07-14 00:00:00+00:00","AT","small"
"42ac43b6","Food & drink","2040-07-03 00:00:00+00:00","GB","small"
"3c685c06","Healthcare","2040-12-21 00:00:00+00:00","AU","small"
"322f8602","Others","2041-05-09 00:00:00+00:00","JP","small"
"898f72ee","Cosmetics","2040-07-22 00:00:00+00:00","US","small"
"e1ff11c9","Merchandise","2040-07-25 00:00:00+00:00","US","small"
"84510958","Personal services","2040-11-14 00:00:00+00:00","CH","small"
"b4462260","Food & drink","2040-08-20 00:00:00+00:00","US","small"
"69d34084","Software","2040-08-22 00:00:00+00:00","GB","small"
"1fbb5583","Religion, politics & other memberships","2040-09-09 00:00:00+00:00","NZ","small"
"e462f8e5","Digital goods","2040-10-09 00:00:00+00:00","FR","small"
"dfefbe94","Others","2040-09-15 00:00:00+00:00","GB","small"
"a40c8656","Clothing & accessory","2040-09-12 00:00:00+00:00","MX","small"
"9584c389","Merchandise","2040-09-30 00:00:00+00:00","CA","small"
"c06f48ae","Personal services","2040-10-08 00:00:00+00:00","US","small"
"74af9bd4","Leisure","2040-09-22 00:00:00+00:00","IE","small"
"ec9633f1","Others","2040-10-14 00:00:00+00:00","US","small"
"ca97c13c","Personal services","2041-03-09 00:00:00+00:00","FR","small"
"561b45fa","Ticketing & events","2040-10-25 00:00:00+00:00","FR","small"
"ddbeb26f","Religion, politics & other memberships","2040-10-22 00:00:00+00:00","CA","small"
"898a9d3f","Charity","2040-12-09 00:00:00+00:00","US","small"
"9392c64b","Merchandise","2040-12-08 00:00:00+00:00","IT","small"
"f9a06874","Art & photography","2040-11-06 00:00:00+00:00","FR","small"
"baace848","Specialty retail","2040-11-06 00:00:00+00:00","FR","small"
"77fa23e9","Furnishing","2040-12-08 00:00:00+00:00","GB","small"
"bb79b8fc","Specialty retail","2040-11-12 00:00:00+00:00","CH","small"
"b33123fe","Personal services","2040-11-25 00:00:00+00:00","CA","small"
"3ba6e69b","Food & drink","2040-11-22 00:00:00+00:00","ES","small"
"bdafdba2","Personal services","2041-02-10 00:00:00+00:00","US","small"
"e0a9d437","Business services","2040-11-19 00:00:00+00:00","IN","small"
"1834d84c","Clothing & accessory","2040-12-18 00:00:00+00:00","IT","small"
"bdbb5026","Education","2040-12-03 00:00:00+00:00","BE","medium"
"bb4ceb46","Education","2040-11-27 00:00:00+00:00","US","small"
"ceb141d7","Others","2040-12-04 00:00:00+00:00","FI","small"
"ca2c3784","Education","2040-12-09 00:00:00+00:00","IN","small"
"f3616291","Grocery & food stores","2041-01-06 00:00:00+00:00","GB","small"
"c75fe7b6","Travel & lodging","2041-03-27 00:00:00+00:00","GB","small"
"c316ab64","Business services","2041-01-31 00:00:00+00:00","GB","small"
"91a27a56","Personal services","2041-02-02 00:00:00+00:00","IT","small"
"35d6344f","Digital goods","2041-02-16 00:00:00+00:00","ES","small"
"e67e902e","Business services","2041-02-07 00:00:00+00:00","ES","small"
"2af08833","Personal services","2041-03-17 00:00:00+00:00","FR","small"
"119c784e","Food & drink","2041-05-09 00:00:00+00:00","ES","small"
"77dd4f17","Others","2041-03-25 00:00:00+00:00","GB","medium"
"a8de3ded","Others","2041-04-15 00:00:00+00:00","NZ","small"
"d85386c2","Merchandise","2041-04-30 00:00:00+00:00","FR","small"
"3e15f133","Art & photography","2041-05-09 00:00:00+00:00","NL","small"
"16d6e83c","Rentals","2041-04-27 00:00:00+00:00","FR","small"
"a1c75f96","Personal services","2041-04-30 00:00:00+00:00","CA","small"
"0b541830","Education","2041-05-09 00:00:00+00:00","US","small"
"5b8fcd16","Travel & lodging","2041-05-09 00:00:00+00:00","US","small"
"c7c2ed79","Art & photography","2041-05-09 00:00:00+00:00","GB","small"
"bd797638","Others","2041-05-09 00:00:00+00:00","GB","medium"
"6fd0267b","Merchandise","2041-05-09 00:00:00+00:00","US","small"
"32aadf07","Merchandise","2041-05-09 00:00:00+00:00","AU","small"
"9535b26b","Digital goods","2041-05-09 00:00:00+00:00","GB","small"
"a85a56cd","Leisure","2041-05-09 00:00:00+00:00","US","small"
"165467f3","Food & drink","2041-05-09 00:00:00+00:00","US","small"
"96c4c265","Software","2040-03-30 00:00:00+00:00","US","medium"
"d7edaa48","Software","2033-09-17 00:00:00+00:00","GB","small"
"ff918432","Ticketing & events","2032-04-30 00:00:00+00:00","US","small"
"96ca3e45","Software","2032-12-31 00:00:00+00:00","US","small"
"af3feacc","Charity","2033-10-29 00:00:00+00:00","US","medium"
"557c4b76","Healthcare","2036-08-11 00:00:00+00:00","AU","small"
"ff27d02e","Business services","2033-04-01 00:00:00+00:00","US","small"
"64274c46","Software","2034-08-28 00:00:00+00:00","US","small"
"db30fa0a","Electronics","2034-12-11 00:00:00+00:00","US","small"
"7420fed3","Business services","2037-07-27 00:00:00+00:00","US","small"
"0fddd575","Digital goods","2036-08-08 00:00:00+00:00","SE","small"
"26e7f16f","Merchandise","2035-04-03 00:00:00+00:00","US","small"
"dedc82bd","Clothing & accessory","2035-03-18 00:00:00+00:00","CA","small"
"1e5911d6","Specialty retail","2035-05-06 00:00:00+00:00","US","medium"
"591feace","Education","2038-10-25 00:00:00+00:00","US","small"
"ec345117","Personal services","2035-08-15 00:00:00+00:00","US","small"
"96755a12","Business services","2035-10-26 00:00:00+00:00","US","small"
"990808de","Charity","2035-12-05 00:00:00+00:00","US","small"
"4a815be1","Software","2040-12-03 00:00:00+00:00","IN","small"
"6ca759e0","Software","2036-01-04 00:00:00+00:00","DK","small"
"3.54E+13","Travel & lodging","2036-03-07 00:00:00+00:00","IE","small"
"2aa75434","Grocery & food stores","2035-12-27 00:00:00+00:00","CH","small"
"869fb0cf","Digital goods","2036-01-19 00:00:00+00:00","US","small"
"bdf67080","Electronics","2036-04-20 00:00:00+00:00","CA","small"
"49fd8b50","Clothing & accessory","2036-03-11 00:00:00+00:00","US","small"
"07adb80f","Others","2036-03-29 00:00:00+00:00","FI","small"
"e9549405","Charity","2036-04-29 00:00:00+00:00","US","small"
"11bbfd86","Electronics","2036-05-04 00:00:00+00:00","US","small"
"d647da0d","Rentals","2036-07-02 00:00:00+00:00","US","small"
"d2ced27e","Food & drink","2036-04-27 00:00:00+00:00","IT","small"
"721f3bc3","Software","2036-05-13 00:00:00+00:00","DE","small"
"514f1cff","Charity","2036-06-11 00:00:00+00:00","US","small"
"a53750a7","Rentals","2036-07-06 00:00:00+00:00","US","small"
"514f59ba","Business services","2036-08-15 00:00:00+00:00","US","small"
"19788f91","Personal services","2036-10-04 00:00:00+00:00","FR","small"
"715c2496","Software","2036-11-24 00:00:00+00:00","US","small"
"b1acb3f0","Business services","2036-11-11 00:00:00+00:00","GB","small"
"fc3286e0","Digital goods","2039-02-06 00:00:00+00:00","CH","small"
"977860aa","Construction","2037-01-18 00:00:00+00:00","IE","small"
"b19e07cb","Transportation & car rental","2036-12-19 00:00:00+00:00","US","small"
"eec3505d","Software","2037-02-10 00:00:00+00:00","GB","small"
"0b813a54","Grocery & food stores","2037-01-12 00:00:00+00:00","FR","small"
"05945b0d","Travel & lodging","2037-02-13 00:00:00+00:00","US","small"
"f68c4009","Business services","2041-05-10 00:00:00+00:00","GB","small"
"faae278f","Food & drink","2039-09-16 00:00:00+00:00","FR","small"
"a1e4273c","Business services","2037-02-16 00:00:00+00:00","CA","small"
"c5413ce7","Software","2037-06-20 00:00:00+00:00","US","small"
"6fb10802","Business services","2037-04-06 00:00:00+00:00","US","small"
"c92b5715","Software","2037-08-22 00:00:00+00:00","SG","small"
"579adc99","Clothing & accessory","2037-12-27 00:00:00+00:00","DE","small"
"5b28b8af","Merchandise","2037-08-13 00:00:00+00:00","NO","small"
"1c18f493","Software","2037-07-13 00:00:00+00:00","US","large"
"98381541","Personal services","2037-06-30 00:00:00+00:00","GB","small"
"be593ee3","Digital goods","2038-02-17 00:00:00+00:00","CA","small"
"0b249147","Business services","2037-10-18 00:00:00+00:00","HK","small"
"9750c617","Business services","2037-10-21 00:00:00+00:00","SG","small"
"3.46E+73","Business services","2037-10-31 00:00:00+00:00","US","small"
"e2212b7c","Business services","2038-02-05 00:00:00+00:00","GB","small"
"ecc5881e","Religion, politics & other memberships","2038-01-24 00:00:00+00:00","AU","small"
"31594f04","Software","2037-12-20 00:00:00+00:00","US","small"
"20b26d1f","Software","2038-03-31 00:00:00+00:00","US","small"
"a3e5676b","Digital goods","2039-04-02 00:00:00+00:00","CH","small"
"3ddac157","Religion, politics & other memberships","2038-04-17 00:00:00+00:00","US","small"
"030b5b0d","Digital goods","2038-12-02 00:00:00+00:00","DE","small"
"82e5d320","Clothing & accessory","2038-05-29 00:00:00+00:00","FR","small"
"46a2fa16","Travel & lodging","2038-08-02 00:00:00+00:00","NO","small"
"3eb02276","Merchandise","2038-06-18 00:00:00+00:00","FR","small"
"51fc3f45","Business services","2039-08-16 00:00:00+00:00","FR","small"
"5d22be1e","Software","2038-08-23 00:00:00+00:00","GB","small"
"c8b1c043","Religion, politics & other memberships","2038-08-28 00:00:00+00:00","US","small"
"70c61996","Digital goods","2038-08-07 00:00:00+00:00","AU","small"
"436f9bbb","Others","2038-08-19 00:00:00+00:00","GB","small"
"1c586b70","Merchandise","2041-03-16 00:00:00+00:00","US","small"
"91a8d9bb","Clothing & accessory","2039-12-31 00:00:00+00:00","US","small"
"d598c12a","Food & drink","2038-10-29 00:00:00+00:00","US","small"
"f8614316","Business services","2038-10-30 00:00:00+00:00","CH","small"
"28551c06","Digital goods","2038-12-10 00:00:00+00:00","DK","small"
"34d9d27b","Education","2038-12-30 00:00:00+00:00","US","small"
"eab368a2","Food & drink","2039-05-15 00:00:00+00:00","HK","large"
"cba3d655","Merchandise","2039-01-24 00:00:00+00:00","IT","small"
"672c7306","Merchandise","2039-03-28 00:00:00+00:00","FR","small"
"ebcac8ed","Business services","2038-12-07 00:00:00+00:00","US","small"
"ae9821d0","Food & drink","2039-02-15 00:00:00+00:00","AT","small"
"39b83956","Digital goods","2039-01-27 00:00:00+00:00","US","small"
"a61f2ac4","Education","2040-05-12 00:00:00+00:00","GB","small"
"5a794436","Business services","2039-05-28 00:00:00+00:00","US","small"
"b117110e","Software","2040-07-21 00:00:00+00:00","GB","small"
"0ab2f63b","Merchandise","2039-02-14 00:00:00+00:00","IT","small"
"db2af47b","Automotive parts and repair/service shops","2039-02-18 00:00:00+00:00","AT","small"
"2e16f88b","Merchandise","2039-02-16 00:00:00+00:00","DE","small"
"f89ab394","Business services","2039-08-23 00:00:00+00:00","FI","small"
"27669787","Software","2039-04-24 00:00:00+00:00","GB","small"
"87160216","Clothing & accessory","2039-03-19 00:00:00+00:00","HK","small"
"85eb0812","Business services","2041-02-04 00:00:00+00:00","GB","small"
"62f73a24","Cosmetics","2039-08-26 00:00:00+00:00","FR","small"
"0c746290","Merchandise","2039-09-18 00:00:00+00:00","FR","small"
"21a6b12c","Clothing & accessory","2039-06-10 00:00:00+00:00","GB","small"
"48dbdf08","Merchandise","2039-05-01 00:00:00+00:00","GB","small"
"5b799343","Education","2039-05-20 00:00:00+00:00","US","small"
"c71ba4ac","Religion, politics & other memberships","2039-06-07 00:00:00+00:00","GB","small"
"e3365537","Food & drink","2039-08-09 00:00:00+00:00","FR","small"
"131d9380","Software","2039-07-13 00:00:00+00:00","US","small"
"95a6b88b","Business services","2039-06-28 00:00:00+00:00","GB","small"
"e9c3cfef","Clothing & accessory","2039-07-23 00:00:00+00:00","ES","small"
"8b5980cb","Business services","2039-08-20 00:00:00+00:00","ES","small"
"18db0381","Education","2040-02-14 00:00:00+00:00","MX","small"
"f273103d","Clothing & accessory","2039-07-14 00:00:00+00:00","FR","small"
"97cfdf15","Travel & lodging","2039-10-03 00:00:00+00:00","IT","small"
"95db58cb","Business services","2040-02-05 00:00:00+00:00","US","small"
"fef47199","Travel & lodging","2039-09-01 00:00:00+00:00","GB","small"
"82014673","Furnishing","2040-01-30 00:00:00+00:00","US","small"
"2432c6d2","Personal services","2039-10-30 00:00:00+00:00","US","small"
"cbabcd97","Merchandise","2039-09-12 00:00:00+00:00","DE","small"
"2436840c","Others","2039-11-09 00:00:00+00:00","US","small"
"8b976b95","Business services","2039-11-04 00:00:00+00:00","IE","small"
"b84900c1","Software","2041-03-26 00:00:00+00:00","US","small"
"9e03ec47","Digital goods","2040-01-29 00:00:00+00:00","AU","small"
"4d0de447","Software","2039-11-26 00:00:00+00:00","JP","large"
"4df3eea9","Merchandise","2040-02-06 00:00:00+00:00","US","small"
"b860ca2f","Furnishing","2041-05-10 00:00:00+00:00","US","small"
"28331a85","Cosmetics","2040-01-13 00:00:00+00:00","GB","small"
"8404ea9a","Business services","2033-10-21 00:00:00+00:00","US","small"
"3787eb90","Personal services","2040-03-08 00:00:00+00:00","AU","small"
"7a084e29","Business services","2040-02-21 00:00:00+00:00","FR","small"
"14fe9368","Rentals","2040-02-22 00:00:00+00:00","JP","small"
"080b6072","Construction","2040-10-08 00:00:00+00:00","AU","small"
"55066cfa","Personal services","2040-11-06 00:00:00+00:00","US","small"
"727e9867","Cosmetics","2040-03-21 00:00:00+00:00","IT","small"
"9628a181","Travel & lodging","2040-04-28 00:00:00+00:00","ES","small"
"a1822613","Food & drink","2040-08-29 00:00:00+00:00","FR","small"
"eb8f65ff","Software","2040-05-07 00:00:00+00:00","US","small"
"a10f1456","Leisure","2040-09-18 00:00:00+00:00","US","small"
"733ac089","Food & drink","2040-04-03 00:00:00+00:00","PT","small"
"7d8ea9b9","Specialty retail","2040-04-27 00:00:00+00:00","US","small"
"3cfcd0fa","Clothing & accessory","2040-04-08 00:00:00+00:00","US","small"
"bcb3d951","Furnishing","2040-09-01 00:00:00+00:00","BE","small"
"e9a29068","Business services","2040-10-01 00:00:00+00:00","GB","small"
"ed1330be","Clothing & accessory","2040-04-10 00:00:00+00:00","ES","small"
"26a12362","Software","2040-09-23 00:00:00+00:00","CA","small"
"80adbfed","Food & drink","2041-05-10 00:00:00+00:00","GB","small"
"ca3a49fe","Personal services","2040-04-21 00:00:00+00:00","SI","small"
"bab22549","Cosmetics","2041-02-05 00:00:00+00:00","IT","small"
"319c5f3d","Personal services","2040-05-05 00:00:00+00:00","FR","small"
"a8c20de4","Food & drink","2041-01-22 00:00:00+00:00","JP","small"
"73cb483b","Business services","2040-07-09 00:00:00+00:00","US","medium"
"6d621b4c","Clothing & accessory","2041-04-25 00:00:00+00:00","IT","small"
"102f094e","Charity","2040-05-05 00:00:00+00:00","US","small"
"39c4b897","Charity","2040-06-26 00:00:00+00:00","US","small"
"b7dc582a","Healthcare","2040-07-20 00:00:00+00:00","MX","medium"
"1753f029","Transportation & car rental","2040-07-08 00:00:00+00:00","US","small"
"afa0da38","Furnishing","2040-06-03 00:00:00+00:00","GB","small"
"3a887eb7","Food & drink","2040-06-19 00:00:00+00:00","FR","small"
"6Dec9082","Grocery & food stores","2040-08-27 00:00:00+00:00","IT","small"
"47e39f5e","Leisure","2040-06-27 00:00:00+00:00","US","small"
"ba503321","Education","2040-07-12 00:00:00+00:00","IN","small"
"75d82f9f","Clothing & accessory","2040-08-27 00:00:00+00:00","US","small"
"bd6951df","Education","2040-07-24 00:00:00+00:00","GB","small"
"5.36E+74","Medical services, drugs, testing labs & equipment medium","2040-08-25 00:00:00+00:00","US","small"
"932ece0f","Clothing & accessory","2040-07-28 00:00:00+00:00","SK","small"
"5b85679b","Education","2041-05-10 00:00:00+00:00","IN","small"
"0d6f03f7","Automotive parts and repair/service shops","2040-08-19 00:00:00+00:00","US","small"
"d3718d2e","Travel & lodging","2040-10-05 00:00:00+00:00","CY","small"
"c33d7c32","Business services","2040-08-12 00:00:00+00:00","US","small"
"73275859","Business services","2040-11-12 00:00:00+00:00","US","small"
"476baac4","Cosmetics","2041-01-08 00:00:00+00:00","CA","small"
"da955cdb","Grocery & food stores","2040-09-03 00:00:00+00:00","US","small"
"b3d17345","Others","2040-11-16 00:00:00+00:00","CA","small"
"fc47b053","Clothing & accessory","2040-09-08 00:00:00+00:00","IT","small"
"0dd14201","Furnishing","2040-10-21 00:00:00+00:00","FR","small"
"97bfea82","Others","2040-11-08 00:00:00+00:00","US","small"
"a47c6df6","Software","2040-09-16 00:00:00+00:00","FR","small"
"14b18e40","Business services","2041-03-10 00:00:00+00:00","US","small"
"a41686aa","Others","2040-10-19 00:00:00+00:00","US","small"
"bd633196","Religion, politics & other memberships","2040-11-02 00:00:00+00:00","US","small"
"0f75236e","Merchandise","2040-09-24 00:00:00+00:00","FR","small"
"b5f56bb9","Furnishing","2040-09-24 00:00:00+00:00","GB","small"
"3cb3fc38","Digital goods","2040-12-07 00:00:00+00:00","SE","small"
"29860b39","Business services","2040-10-12 00:00:00+00:00","US","small"
"1849eb27","Travel & lodging","2041-03-20 00:00:00+00:00","JP","small"
"96bedf32","Clothing & accessory","2040-09-28 00:00:00+00:00","BG","small"
"0fbb91aa","Food & drink","2041-01-02 00:00:00+00:00","CH","small"
"8b0ba7f9","Business services","2040-10-04 00:00:00+00:00","US","small"
"bdb42add","Business services","2040-11-19 00:00:00+00:00","US","small"
"dfd49f45","Travel & lodging","2040-11-04 00:00:00+00:00","AU","small"
"c2d82dbb","Cosmetics","2040-11-04 00:00:00+00:00","DE","small"
"2d61cd05","Merchandise","2040-11-11 00:00:00+00:00","CA","small"
"c1bf70c3","Software","2040-12-10 00:00:00+00:00","US","small"
"ed1bbd43","Education","2040-11-09 00:00:00+00:00","US","small"
"5532e450","Digital goods","2040-11-03 00:00:00+00:00","US","small"
"5e3892e7","Cosmetics","2040-11-15 00:00:00+00:00","NO","small"
"97b79625","Others","2041-01-11 00:00:00+00:00","DE","small"
"27ce9ed7","Others","2040-11-10 00:00:00+00:00","GB","small"
"dce3b606","Digital goods","2040-11-16 00:00:00+00:00","IT","small"
"752e14a6","Personal services","2040-11-29 00:00:00+00:00","US","small"
"d06a83c0","Medical services, drugs, testing labs & equipment medium","2040-12-21 00:00:00+00:00","US","small"
"4d202ffb","Clothing & accessory","2040-12-12 00:00:00+00:00","CA","small"
"b8697489","Merchandise","2040-11-22 00:00:00+00:00","US","small"
"6a8c6a19","Grocery & food stores","2040-11-26 00:00:00+00:00","GB","small"
"5c944c10","Medical services, drugs, testing labs & equipment medium","2040-12-15 00:00:00+00:00","US","small"
"f4a83f2f","Software","2041-05-10 00:00:00+00:00","US","small"
"2b55873f","Food & drink","2041-01-07 00:00:00+00:00","FR","small"
"bc3f1d79","Food & drink","2040-12-24 00:00:00+00:00","FR","small"
"2b8ebb10","Others","2041-01-18 00:00:00+00:00","GB","small"
"44b2b97e","Clothing & accessory","2041-01-15 00:00:00+00:00","MT","small"
"29aaf32c","Personal services","2041-01-26 00:00:00+00:00","IE","small"
"7a93e1d4","Business services","2041-01-26 00:00:00+00:00","US","small"
"d1b2999f","Others","2041-04-08 00:00:00+00:00","ES","small"
"10357ab4","Business services","2041-01-26 00:00:00+00:00","US","small"
"e95fe70e","Consulting services","2041-02-12 00:00:00+00:00","FR","small"
"7a9c0723","Others","2041-02-04 00:00:00+00:00","GR","small"
"b19b9337","Grocery & food stores","2041-03-11 00:00:00+00:00","FR","small"
"bc427509","Others","2041-05-10 00:00:00+00:00","GB","small"
"74d533d2","Rentals","2041-02-19 00:00:00+00:00","FR","small"
"c5be5ac0","Cosmetics","2041-03-20 00:00:00+00:00","AU","small"
"032a1a02","Merchandise","2041-03-16 00:00:00+00:00","US","small"
"67ea2223","Others","2041-03-23 00:00:00+00:00","GB","small"
"6cf3301c","Digital goods","2041-02-27 00:00:00+00:00","IE","small"
"b6fa0326","Personal services","2041-03-19 00:00:00+00:00","CZ","small"
"0dcfbf37","Software","2041-03-31 00:00:00+00:00","US","small"
"b74c5084","Automotive parts and repair/service shops","2041-03-08 00:00:00+00:00","AU","small"
"e333a226","Clothing & accessory","2041-03-24 00:00:00+00:00","IT","small"
"5b7d815b","Merchandise","2041-05-10 00:00:00+00:00","GB","small"
"24bec9ae","Clothing & accessory","2041-03-16 00:00:00+00:00","US","small"
"e690437e","Education","2041-03-29 00:00:00+00:00","ES","small"
"e8994fe8","Furnishing","2041-04-07 00:00:00+00:00","GB","small"
"a8018d4a","Education","2041-03-25 00:00:00+00:00","ES","small"
"f65d1a4f","Clothing & accessory","2041-04-20 00:00:00+00:00","IT","small"
"047967ef","Transportation & car rental","2041-05-10 00:00:00+00:00","GB","small"
"d6a82a66","Personal services","2041-04-05 00:00:00+00:00","BR","small"
"4dcba389","Software","2041-05-10 00:00:00+00:00","US","small"
"8bb09803","Personal services","2041-05-10 00:00:00+00:00","US","small"
"5e6f95c8","Electronics","2041-05-10 00:00:00+00:00","GB","small"
"e69a6630","Business services","2041-05-10 00:00:00+00:00","US","small"
"0feb8833","Others","0","US","small"
"46e3d2ac","Business services","2041-04-23 00:00:00+00:00","CA","small"
"0eead39d","Clothing & accessory","2041-05-10 00:00:00+00:00","AU","small"
"eac3bb57","Education","2041-05-10 00:00:00+00:00","JP","small"
"fad9cfad","Cosmetics","2041-05-10 00:00:00+00:00","US","large"
"e50b1fbc","Others","2041-05-10 00:00:00+00:00","GB","medium"
"194a3cbb","Furnishing","2041-05-10 00:00:00+00:00","IT","small"
"3e1a8ae7","Education","2041-05-10 00:00:00+00:00","AU","small"
"7c413a69","Rentals","2041-05-10 00:00:00+00:00","LT","small"
"a0ae350b","Others","2041-05-10 00:00:00+00:00","US","small"
"b04a873c","Business services","2041-05-10 00:00:00+00:00","FR","small"
"f9109f03","Business services","2041-05-10 00:00:00+00:00","JP","small"
"25d21c0b","Business services","2041-05-10 00:00:00+00:00","US","small"
"fcb1ff75","Transportation & car rental","2041-05-10 00:00:00+00:00","US","small"
"73040786","Personal services","2041-05-10 00:00:00+00:00","US","small"
"0f56ffa0","Leisure","2041-05-10 00:00:00+00:00","US","small"
"e0970bab","Charity","2033-06-03 00:00:00+00:00","US","small"
"3.82E+38","Clothing & accessory","2033-11-24 00:00:00+00:00","US","small"
"065ed994","Software","2037-10-16 00:00:00+00:00","GB","small"
"03c3351d","Clothing & accessory","2035-02-18 00:00:00+00:00","US","small"
"4cb796ba","Software","2034-03-10 00:00:00+00:00","US","small"
"9e65dc3d","Digital goods","2034-05-26 00:00:00+00:00","US","medium"
"d68e3c4f","Digital goods","2035-01-13 00:00:00+00:00","US","small"
"27feb3b5","Software","2039-03-21 00:00:00+00:00","US","small"
"bec38a60","Clothing & accessory","2034-12-08 00:00:00+00:00","AU","small"
"a34d4191","Ticketing & events","2034-10-24 00:00:00+00:00","US","large"
"e7e97fa8","Software","2036-05-28 00:00:00+00:00","US","large"
"6d78092d","Digital goods","2035-10-31 00:00:00+00:00","GB","small"
"c483e301","Business services","2036-12-19 00:00:00+00:00","CA","small"
"c0ab008c","Software","2036-07-04 00:00:00+00:00","AU","small"
"07c36a0d","Education","2036-01-13 00:00:00+00:00","US","small"
"480c8195","Merchandise","2037-03-23 00:00:00+00:00","ES","small"
"b493f8d2","Art & photography","2036-01-19 00:00:00+00:00","US","small"
"fab7fb7b","Charity","2036-10-24 00:00:00+00:00","US","medium"
"f841cd02","Software","2036-06-15 00:00:00+00:00","GB","small"
"3d1499d1","Others","2036-09-19 00:00:00+00:00","US","large"
"5ac38ec6","Software","2040-04-08 00:00:00+00:00","US","small"
"15df484a","Charity","2038-01-28 00:00:00+00:00","US","small"
"f6f274bb","Merchandise","2037-03-30 00:00:00+00:00","AU","small"
"ea055630","Food & drink","2038-07-28 00:00:00+00:00","DE","small"
"c819d371","Clothing & accessory","2037-08-09 00:00:00+00:00","HK","small"
"89e1e365","Art & photography","2041-05-11 00:00:00+00:00","GB","small"
"4e50d8f8","Leisure","2037-05-02 00:00:00+00:00","US","small"
"5767c759","Business services","2037-05-22 00:00:00+00:00","US","small"
"0e3f4d58","Grocery & food stores","2038-02-25 00:00:00+00:00","US","small"
"40ef4112","Art & photography","2037-06-15 00:00:00+00:00","US","small"
"1d2a3384","Software","2041-01-15 00:00:00+00:00","MX","small"
"f5d1cf53","Business services","2037-07-10 00:00:00+00:00","US","small"
"990e2b17","Software","2037-07-13 00:00:00+00:00","US","small"
"e629d0d0","Education","2041-05-11 00:00:00+00:00","GB","small"
"9c6bd072","Business services","2037-08-28 00:00:00+00:00","IE","medium"
"50a65135","Charity","2037-08-22 00:00:00+00:00","US","small"
"836cb80b","Food & drink","2037-12-05 00:00:00+00:00","CA","small"
"61a04058","Others","2037-09-11 00:00:00+00:00","GB","small"
"13181896","Software","2038-01-05 00:00:00+00:00","US","small"
"5e511d3b","Merchandise","2037-10-25 00:00:00+00:00","CA","small"
"9275187e","Food & drink","2038-01-30 00:00:00+00:00","GB","small"
"3ed11ec2","Business services","2040-11-02 00:00:00+00:00","SK","small"
"a0560ed1","Personal services","2037-12-12 00:00:00+00:00","US","small"
"586e8ca1","Personal services","2037-12-04 00:00:00+00:00","CH","small"
"d59a4334","Digital goods","2037-11-29 00:00:00+00:00","US","small"
"36999f14","Cosmetics","2038-02-13 00:00:00+00:00","US","small"
"c707526d","Business services","2039-05-22 00:00:00+00:00","US","small"
"8176f461","Digital goods","2038-06-30 00:00:00+00:00","DE","small"
"bca98ce8","Religion, politics & other memberships","2037-12-29 00:00:00+00:00","CA","small"
"6f1af57b","Automotive parts and repair/service shops","2038-09-14 00:00:00+00:00","GB","small"
"8502551c","Education","2038-01-15 00:00:00+00:00","CH","small"
"df6db8cd","Religion, politics & other memberships","2038-02-04 00:00:00+00:00","US","small"
"113db51d","Rentals","2039-08-26 00:00:00+00:00","US","small"
"9eef698d","Grocery & food stores","2038-02-04 00:00:00+00:00","AU","small"
"e7a1a0b5","Digital goods","2038-06-30 00:00:00+00:00","GB","small"
"ca5829d2","Software","2038-03-09 00:00:00+00:00","JP","small"
"313f9fee","Clothing & accessory","2041-05-11 00:00:00+00:00","MX","small"
"d1ef0e11","Personal services","2038-03-08 00:00:00+00:00","US","small"
"56014402","Personal services","2038-08-29 00:00:00+00:00","US","small"
"5feaa3d9","Food & drink","2038-03-06 00:00:00+00:00","CA","medium"
"554e3ee3","Education","2038-06-22 00:00:00+00:00","US","small"
"64c8532d","Charity","2038-04-10 00:00:00+00:00","US","small"
"ea03dc6b","Business services","2038-04-11 00:00:00+00:00","AU","small"
"b580c662","Clothing & accessory","2039-02-20 00:00:00+00:00","NZ","small"
"803b4adb","Business services","2038-05-16 00:00:00+00:00","US","small"
"2cd00956","Education","2040-11-28 00:00:00+00:00","US","small"
"e1fc7741","Digital goods","2038-05-08 00:00:00+00:00","US","small"
"ea7231b5","Food & drink","2038-06-03 00:00:00+00:00","FR","small"
"9ad36db7","Merchandise","2038-05-27 00:00:00+00:00","GB","small"
"f9c937ae","Grocery & food stores","2038-09-01 00:00:00+00:00","GB","small"
"e1966870","Travel & lodging","2038-06-12 00:00:00+00:00","GB","small"
"c1e732c6","Clothing & accessory","2038-11-26 00:00:00+00:00","DE","small"
"928f22ab","Others","2038-07-18 00:00:00+00:00","AT","small"
"db36be75","Furnishing","2038-07-05 00:00:00+00:00","AU","small"
"adcca702","Business services","2038-08-09 00:00:00+00:00","US","small"
"c1cdf689","Business services","2038-08-27 00:00:00+00:00","AU","small"
"6842f4a9","Business services","2038-09-07 00:00:00+00:00","AU","small"
